	id	sentence	linearization
1784	Hin_Geo_ncert_11stnd_1ch-bk1_0389	bAyumaMdala meM upasWiwa kArbana dAI OYksAida ke varRA ke pAnI meM Gulane se wApamAna meM Ora aXika girAvata AI.	(A_1:TAM(yA_1):rh(Gula_1-yA_1-yA_1:k7p(bAyumaMdala):k7(pAnI_1:attr_gen(m):attr_num(sg):attr_per(a):r6(varRA_1:attr_ne(per):attr_gen(f):attr_num(sg):attr_per(a):r6(kArbana_1+OYksAida_1:mod(upasWiwa_1):pof__cn(dAI_1))))):k7(wApamAna_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(girAvata_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(aXika_1:jjmod__intf(Ora_1))):CLAUSE_TYPE(affirmative))
1785	Hin_Geo_ncert_11stnd_1ch-bk1_0391	pqWvI para upasWiwa mahAsAgara pqWvI kI uwpawwi se lagaBaga 50 karodZa sAloM ke aMwargawa baneM.	(bana_1:k5(uwpawwi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):r6(pqWvI:attr_gen(m):attr_num(sg):attr_per(a):mod(upasWiwa_1:attr_ne(loc):attr_gen(f):attr_num(sg):attr_per(a)):nmod__adj(mahAsAgara))):k7t(sAlA_1:card(karodZa_1:lwg__rp(lagaBaga_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(50_1:attr_gen(f):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
1786	Hin_Geo_ncert_11stnd_1ch-bk1_0393	lagaBaga 380 karodZa sAla pahale jIvana kA vikAsa AraMBa huA.	(AraMBa+ho_1:TAM(yA_1):k7t(sAla_1:attr_gen(m):attr_num(sg):attr_per(a):card(karodZa_1:lwg__rp(lagaBaga_1):mod(380_1))):k1(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(jIvana_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1787	Hin_Geo_ncert_11stnd_1ch-bk1_0394	yaxyapi lagaBara 250 se 300 karodZa sAla pahale prakASa saMSleRaNa prakriyA vikasiwa huI.	(yaxyapi_1:ccof(vikasiwa+ho_1-yA_1-yA_1:k7t(sAla_1:attr_gen(m):attr_num(sg):attr_per(a):card(250_1:mod(lagaBara_1)):card(karodZa_1:mod(300_1))):k1(saMSleRaNa_1+prakriyA_1:pof__cn(prakASa_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
1788	Hin_Geo_ncert_11stnd_1ch-bk1_0395	laMbe samaya waka jIvana kevala mahAsAgaroM waka sImiwa rahA.	(raha_1:TAM(yA_1):k7t(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):mod(laMbA_1)):k1(jIvana_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(mahAsAgara_1:attr_gen(m):attr_num(pl):attr_per(a):lwg__rp(kevala_1)):mod(sImiwa_1):CLAUSE_TYPE(affirmative))
1789	Hin_Geo_ncert_11stnd_1ch-bk1_0398	pqWvI kI uwpawwi kA aMwima caraNa jIvana kI uwwpawwi va vikAsa se saMbaMXiwa hE.	(hE_1:TAM(0_hE_1):k1(caraNa_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):r6(uwpawwi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a))):mod(aMwima_1)):k7(va_1:ccof(uwwpawwi_1:r6(jIvana_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a))):mod(saMbaMXiwa_1):CLAUSE_TYPE(affirmative))
1790	Hin_Geo_ncert_11stnd_1ch-bk1_0399	niHsaMxeha pqWvI kA AraMBika vAyumaMdala jIvana ke vikAsa ke lie anukUla nahIM WA.	(WA_1:TAM(0_WA_1):adv(niHsaMxeha_1):k1(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(AraMBika_1)):rt(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(jIvana_1:attr_gen(m):attr_num(sg):attr_per(a))):mod(anukUla_1):neg(nahIM_1):CLAUSE_TYPE(negative))
1791	Hin_Geo_ncert_11stnd_1ch-bk1_0402	hamAre graha para jIvana ke cihna alaga-alaga samaya kI cattAnoM meM pAe jAne vAle jIvASma ke rUpa meM hEM.	(hE_1:TAM(0_hE_1):k7(jIvASma_1:attr_gen(m):attr_num(sg):attr_per(a):nmod(pA_1-yA_1-yA_1:k7p(graha_1:attr_gen(m):attr_num(sg):attr_per(a):r6(speaker:attr_gen(-):attr_num(pl):attr_per(u))):k2(cihna_1:attr_gen(m):attr_num(sg):attr_per(a):r6(jIvana_1:attr_gen(m):attr_num(sg):attr_per(a))):k7p(cattAna_1:attr_gen(f):attr_num(pl):attr_per(a):r6(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):mod(alagaalaga_1))))):CLAUSE_TYPE(affirmative))
1792	Hin_Geo_ncert_11stnd_1ch-bk1_0403	300 karodZa sAla purAnI BUgarBika SEloM meM pAI jAne vAlI sUkRmaxarSI saMracanA Aja kI SEvAla kI saMracanA se milawI julawI hE.	(hE_1:TAM(0_hE_1):k1s(mila_1-yA_1-yA_1:k3(sUkRmaxarSI_1+saMracanA_1:nmod(pA_1-yA_1-yA_1:k7p(SEla_1:attr_gen(m):attr_num(pl):attr_per(a):mod(purAnA_1:jjmod(sAla_1:attr_gen(m):attr_num(sg):attr_per(a):card(karodZa_1:mod(300_1)))):mod(BUgarBika_1))):r6(SEvAla_1:attr_gen(m):attr_num(sg):attr_per(a):r6(Aja_1:attr_gen(m):attr_num(sg):attr_per(a))))):CLAUSE_TYPE(affirmative))
1793	Hin_Geo_ncert_11stnd_1ch-bk1_0405	eka koSIya jIvANu se Aja ke manuRya waka jIvana ke vikAsa kA sAra BUvejFAnika kAla mApakrama se prApwa kiyA jA sakawA hE.	(prApwa+kara_1:TAM(0_sakawA_hE_1):rh(jIvANu_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1):mod(koSIya_1)):k7t(manuRya_1:attr_gen(m):attr_num(sg):attr_per(a):r6(Aja_1:attr_gen(m):attr_num(sg):attr_per(a))):k2(sAra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(jIvana_1:attr_gen(m):attr_num(sg):attr_per(a)))):k5(kAla_1+mApakrama_1:mod(BUvejFAnika_1)):CLAUSE_TYPE(affirmative))
1794	Hin_Geo_ncert_11stnd_1ch-bk1_0411	pqWvI ke XarAwala kA vinyAsa muKyawaH BUgarBa meM hone vAlI prakriyAoM kA pariNAma he.	(he_1:TAM(yA_1):k1(vinyAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(XarAwala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)))):k1s(pariNAma_1:attr_gen(m):attr_num(sg):attr_per(a):r6(prakriyA_1:attr_gen(f):attr_num(pl):attr_per(a):nmod(ho_1-yA_1-yA_1:k7(BUgarBa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(muKyawaH_1))))):CLAUSE_TYPE(affirmative))
1795	Hin_Geo_ncert_11stnd_1ch-bk1_0412	bahirjAwa va aMwarjAwa prakriyAez lagAwAra BUxqSya ko AkAra xewI rahawI hEM.	(AkAra+xe_1:TAM(wA_hE_1):k1(va_1:ccof(bahirjAwa):ccof(prakriyA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(aMwarjAwa_1))):adv(lagAwAra_1):k4(BUxqSya_1):CLAUSE_TYPE(affirmative))
1796	Hin_Geo_ncert_11stnd_1ch-bk1_0413	aMwarjAwa prakriyAoM ke praBAva ko anaxeKA kara kisI BI kRewra kI BUAkqwi kI prakqwi ko samaJanA aXUrA hogA.	(ho_1:TAM(gA_1):vmod(kara_1:pof(anaxeKA_1-yA_1-yA_1:k2(praBAva_1:attr_gen(m):attr_num(sg):attr_per(a):r6(prakriyA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(aMwarjAwa_1))))):k1(samaJa_1-yA_1-yA_1:k2(prakqwi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(BUAkqwi_1:r6(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):mod(koI:attr_gen(-):attr_num(sg):attr_per(a):lwg__rp(BI_1)))))):mod(aXUrA_1):CLAUSE_TYPE(affirmative))
1797	Hin_Geo_ncert_11stnd_1ch-bk1_0414	mAnava jIvana muKyawaH apanI kRewrIya BUAkqwi se praBAviwa howA hE.	(praBAviwa+ho:TAM(wA_hE_1):k1(mAnava_1+jIvana_1):adv(muKyawaH_1):k5(BUAkqwi_1:r6(apanA:attr_gen(-):attr_num(sg):attr_per(u)):mod(kRewrIya_1)):CLAUSE_TYPE(affirmative))
1798	Hin_Geo_ncert_11stnd_1ch-bk1_0415	isalie BUxqSya ke vikAsa ko praBAviwa karane vAle saBI kArakoM ke viRaya meM jAnanA AvaSyaka hE.	(hE_1:TAM(0_hE_1):rh(isalie):k1(jAna_1-yA_1-yA_1:k7(viRaya_1:attr_gen(m):attr_num(sg):attr_per(a):r6(kAraka_1:attr_gen(m):attr_num(pl):attr_per(a):nmod(praBAviwa+kara_1-yA_1-yA_1:k2(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BUxqSya_1))):nmod__adj(saba_1)))):mod(AvaSyaka_1):CLAUSE_TYPE(affirmative))
1799	Hin_Geo_ncert_11stnd_1ch-bk1_0419	yaha aXyAya isI viRaya se saMbaMXiwa hE.	(hE_1:TAM(0_hE_1):k1(aXyAya_1:attr_gen(m):attr_num(sg):attr_per(a)):k5(viRaya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha):nmod__adj(yaha)):mod(saMbaMXiwa_1):CLAUSE_TYPE(affirmative))
1800	Hin_Geo_ncert_11stnd_1ch-bk1_0423	pqWvI kI AMwarika saMracanA ke viRaya meM hamArI aXikawara jAnakArI parokRa rUpa se prApwa anumAnoM para AXAriwa hE.	(hE_1:TAM(0_hE_1):k7(viRaya_1:attr_gen(m):attr_num(sg):attr_per(a):r6(saMracanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):mod(AMwarika_1))):k1(jAnakArI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(speaker:attr_gen(-):attr_num(pl):attr_per(u)):mod(aXikawara_1)):k7(anumAna_1:attr_gen(m):attr_num(pl):attr_per(a):mod(prApwa_1:jjmod(rUpa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(parokRa_1)))):mod(AXAriwa_1):CLAUSE_TYPE(affirmative))
1801	Hin_Geo_ncert_11stnd_1ch-bk3_0002	piCalI kakRAoM meM Apa BArawa kA mAnaciwra xeKa cuke hEM.	(xeKa_1:TAM(0_hE_1):k7(kakRA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(piCalA_1)):k1(addressee:attr_gen(-):attr_num(-):attr_per(m)):k2(mAnaciwra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BArawa:attr_ne(loc):attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1802	Hin_Geo_ncert_11stnd_3ch-bk1_0023	saMsAra Bara ke vEjFAnika xo muKya pariyojanAoM para kAma kara rahe hEM.	(kara_1:TAM(0_rahA_hE_1):k1(vEjFAnika_1:attr_gen(m):attr_num(sg):attr_per(a):r6(saMsAra_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(Bara_1))):k7(pariyojanA_1:attr_gen(f):attr_num(pl):attr_per(a):card(xo_1):mod(muKya_1)):k2(kAma_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
1803	Hin_Geo_ncert_11stnd_3ch-bk1_0024	ye hEM gahare samuxra meM prabeXana pariyojanA va samanviwa mahAsAgarIya praveXana pariyojanA.	(va_1:ccof(prabeXana_1+pariyojanA_1:mod(samanviwa_1):pof__cn(mahAsAgarIya_1):pof__cn(praveXana_1)):CLAUSE_TYPE(affirmative))
1804	Hin_Geo_ncert_11stnd_3ch-bk1_0027	jvAlAmuKI uxgAra prawyakRa jAnakArI kA eka anya srowa hE.	(hE_1:TAM(0_hE_1):k1(jvAlAmuKI_1+uxgAra_1):k1s(srowa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(jAnakArI_1:attr_gen(f):attr_num(sg):attr_per(a):mod(prawyakRa_1)):card(eka_1):mod(anya_1)):CLAUSE_TYPE(affirmative))
1805	Hin_Geo_ncert_11stnd_3ch-bk1_0030	paxArWa ke guNaXarma ke viSleRaNa se pqWvI ke AMwarika BAga kI aprawyakRa jAnakArI prApwa howI hE.	(prApwa+ho_1:TAM(wA_hE_1):k3(viSleRaNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(guNaXarma_1:attr_gen(m):attr_num(sg):attr_per(a):r6(paxArWa_1:attr_gen(m):attr_num(sg):attr_per(a)))):k1(jAnakArI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(BAga_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):mod(AMwarika_1)):mod(aprawyakRa_1)):CLAUSE_TYPE(affirmative))
1806	Hin_Geo_ncert_11stnd_3ch-bk1_0033	wApamAna, xabAva va Ganawva meM isa parivarwana kI xara ko AzkA jA sakawA hE.	(Azka_1:TAM(0_sakawA_hE_1):rh(va_1:ccof(wApamAna_1+xabAva_1):ccof(Ganawva_1:attr_gen(m):attr_num(sg):attr_per(a))):k2(xara_1:attr_gen(f):attr_num(sg):attr_per(a):r6(parivarwana_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha))):CLAUSE_TYPE(affirmative))
1807	Hin_Geo_ncert_11stnd_3ch-bk1_0035	prawyeka parawa ke saMxarBa meM ina lakRaNoM kA saviswAra varNana isI aXyAya meM Age kiyA gayA he.	(varNana+kara_1:TAM(yA_1):k7(saMxarBa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(parawa_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(prawyeka_1))):r6(lakRaNa_1:attr_gen(m):attr_num(pl):attr_per(a)):mod(saviswAra_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(aXyAya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha):nmod__adj(yaha)):CLAUSE_TYPE(affirmative))
1808	Hin_Geo_ncert_11stnd_3ch-bk1_0038	paraMwu ulkAoM se prApwa paxArWa Ora unakI saMracanA pqWvI se milawI-julawI hE.	(paraMwu_1:ccof(milawIjulawI_1-wA_hE_1-wA_hE_1:k1(Ora_1:ccof(paxArWa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(prApwa_1:jjmod(ulkA_1:attr_gen(f):attr_num(pl):attr_per(a)))):ccof(saMracanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(vaha:attr_gen(-):attr_num(pl):attr_per(a)))):adv(pqWvI_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1809	Hin_Geo_ncert_11stnd_3ch-bk1_0040	awa: pqWvI kI AMwarika jAnakArI ke lie ulkAoM kA aXyayana eka anya mahawvapUrNa srowa hE.	(awaH_1:ccof(hE_1-0_hE_1-0_hE_1:rt(jAnakArI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):mod(AMwarika_1)):k1(aXyayana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(ulkA_1:attr_gen(f):attr_num(pl):attr_per(a))):k1s(srowa_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1):mod(anya_1:mod(mahawvapUrNa_1)))):CLAUSE_TYPE(affirmative))
1810	Hin_Geo_ncert_11stnd_3ch-bk1_0041	anya aprawyakRa srowoM meM guruwvAkarRaNa, cuMbakoya kRewra, va BUkaMpa saMbaMXI kriyAez SAmila hEM.	(hE_1:TAM(0_hE_1):k7(srowa_1:attr_gen(m):attr_num(pl):attr_per(a):mod(anya_1:mod(aprawyakRa_1))):k1(va_1:ccof(kRewra_1:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(guruwvAkarRaNa_1):pof__cn(cuMbakoya_1)):ccof(kriyA_1:attr_gen(f):attr_num(pl):attr_per(a):mod(saMbaMXI_1:mod(BUkaMpa_1)))):mod(SAmila_1):CLAUSE_TYPE(affirmative))
1811	Hin_Geo_ncert_11stnd_3ch-bk1_0043	yaha (guruwvAkarRaNa bala) SruvoM para aXika evaM BUmaXyareKA para kama howA hE.	(kama+ho_1:TAM(wA_hE_1):k1(guruwvAkarRaNa_1+bala_1:nmod__adj(yaha)):k7(SruvoM_1):k1(evaM_1:ccof(aXika_1):ccof(BUmaXyareKA_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1812	Hin_Geo_ncert_11stnd_3ch-bk1_0044	pqWvI ke keMxra se xUrI ke kAraNa guruwvAkarRaNa bala SruvoM para aXika Ora BUmaXyareKA para kama howA hE.	(kama+ho_1:TAM(wA_hE_1):k5(keMxra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a))):rh(xUrI_1:attr_gen(f):attr_num(sg):attr_per(a)):k1(guruwvAkarRaNa_1+bala_1):k7(SruvoM_1):k1(Ora_1:ccof(aXika_1):ccof(BUmaXyareKA_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1813	Hin_Geo_ncert_11stnd_3ch-bk1_0045	guruwva kA mAna paxArWa ke xravyamAna ke anusAra BI baxalawA hE.	(baxala_1:TAM(wA_hE_1):k1(mAna_1:r6(guruwva_1:attr_gen(m):attr_num(sg):attr_per(a))):rt(xravyamAna_1:attr_gen(m):attr_num(sg):attr_per(a):r6(paxArWa_1:attr_gen(m):attr_num(sg):attr_per(a)):lwg__rp(BI_1)):CLAUSE_TYPE(affirmative))
1814	Hin_Geo_ncert_11stnd_3ch-bk1_0050	cuMbakIya sarvekRaNa BI BUparpatI meM cuMbakIya paxArWa ke viwaraNa ko jAnakArI xewe hEM.	(jAnakArI+xe:TAM(wA_hE_1):k1(sarvekRaNa_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(BI_1)):k7(BUparpatI_1:attr_gen(f):attr_num(sg):attr_per(a)):k4(viwaraNa_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
1815	Hin_Geo_ncert_11stnd_3ch-bk1_0051	BUkaMpIya gawiviXiyAz BI pqWvI kI AMwarika jAnakArI kA eka mahawvapUrNa srowa hE.	(hE_1:TAM(0_hE_1):k1(gawiviXi_1:attr_gen(f):attr_num(pl):attr_per(a):mod(BUkampIya_1):lwg__rp(BI_1)):k1s(srowa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(jAnakArI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):mod(AMwarika_1)):card(eka_1):mod(mahawvapUrNa_1)):CLAUSE_TYPE(affirmative))
1816	Hin_Geo_ncert_11stnd_3ch-bk1_0052	awa: hama kuCa viswAra se isa para carcA kareMge.	(awaH_1:ccof(carcA+kara_1-gA_1-gA_1:k1(speaker:attr_gen(-):attr_num(pl):attr_per(u)):k3(viswAra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(kuCa_1)):k7(yaha:attr_gen(-):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1817	Hin_Geo_ncert_11stnd_3ch-bk1_0053	BUkaMpIya waraMgoM kA aXyayana, pqWvI kI AMwarika parawoM kA saMpUrNa ciwra praswuwa karawA hE.	(praswuwa+kara_1:TAM(wA_hE_1):k1(aXyayana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(waraMga_1:attr_gen(f):attr_num(pl):attr_per(a):mod(BUkampIya_1))):k2(ciwra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(parawa_1:attr_gen(f):attr_num(pl):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):mod(AMwarika_1)):mod(saMpUrNa_1)):CLAUSE_TYPE(affirmative))
1818	Hin_Geo_ncert_11stnd_3ch-bk1_0054	sAXAraNa BARA meM BUkaMpa kA arWa hE- pqWvI kA kaMpana.	(hE_1:TAM(0_hE_1):k7(BARA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(sAXAraNa_1)):k1(arWa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(BUkaMpa_1:attr_gen(m):attr_num(sg):attr_per(a))):k1s(kaMpana_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1819	Hin_Geo_ncert_11stnd_3ch-bk1_0055	yaha eka prAkqwika GatanA hE.	(hE_1:TAM(0_hE_1):k1(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k1s(GatanA_1:attr_gen(f):attr_num(sg):attr_per(a):card(eka_1):mod(prAkqwika_1)):CLAUSE_TYPE(affirmative))
1820	Hin_Geo_ncert_11stnd_3ch-bk1_0058	prAya: BraMSa ke kinAre-kinAre hI UrjA nikalawI hE.	(nikala_1:TAM(wA_hE_1):k1(kinArekinAre_1:r6(prAyaH_1+BraMSa_1):lwg__rp(hI_1)):k1(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
1821	Hin_Geo_ncert_11stnd_3ch-bk1_0059	BUparpatI kI SEloM meM gahana xarAreM hI BraMSa howI hEM.	(ho_1:TAM(wA_hE_1):k7p(SEla_1:attr_gen(m):attr_num(pl):attr_per(a):r6(BUparpatI_1:attr_gen(f):attr_num(sg):attr_per(a))):k1(xarAra_1:attr_gen(f):attr_num(pl):attr_per(a):mod(gahana_1):lwg__rp(hI_1)):k1(BraMSa_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
1822	Hin_Geo_ncert_11stnd_3ch-bk1_0065	ise avakeMxra BI kahA jAwA hE.	(kahA_1:TAM(wA_hE_1):k2(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k2s(avakeMxra_1:lwg__rp(BI_1)):CLAUSE_TYPE(affirmative))
1823	Hin_Geo_ncert_11stnd_3ch-bk1_0066	UrjA waraMge alaga alaga xiSAoM meM calawI huI pqWvI kI sawaha waka pahuMcawI hE.	(pahuMca_1:TAM(wA_hE_1):attr_gen(f):attr_num(sg):attr_per(a):k7(sawaha_1:nmod__k1inv(cala_1-yA_1-yA_1:k1(UrjA_1+waraMge_1):k7(xiSA_1)):r6(pqWvI_1:attr_gen(f):attr_num(pl):attr_per(a))):CLAUSE_TYPE(affirmative))
1824	Hin_Geo_ncert_11stnd_3ch-bk1_0069	aXikenxra uxagama keMxra ke TIka Upara (900 ke koNa para) howA hE.	(ho_1:TAM(wA_hE_1):k7p(keMxra:attr_gen(m):attr_num(sg):attr_per(a):pof__cn(aXikenxra_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(uxagama_1:attr_gen(m):attr_num(sg):attr_per(a)):lwg__rp(TIka_1)):k7(koNa_1:attr_gen(m):attr_num(sg):attr_per(a):card(900_1)):CLAUSE_TYPE(affirmative))
1825	Hin_Geo_ncert_11stnd_3ch-bk1_0070	saBI prAkqwika BUkaMpa sWalamaMdala meM hI Awe hEM.	(A_1:TAM(wA_hE_1):k1(BUkaMpa_1:nmod__adj(saba_1):mod(prAkqwika_1)):k7p(sWalamaMdala_1:lwg__rp(hI_1)):CLAUSE_TYPE(affirmative))
1826	Hin_Geo_ncert_11stnd_3ch-bk1_0073	BUkaMpamApI yaMwra sawaha para pahuzcane vAlI BUkaMpawaraMgoM ko aBileKiwa karawA hEM.	(aBileKiwa+kara:TAM(0_hE_1):k1(BUkaMpamApI_1+yaMwra_1):k2(BUkaMpawaraMgoM_1:nmod(pahuzca_1-yA_1-yA_1:k7p(sawaha_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
1827	Hin_Geo_ncert_11stnd_3ch-bk1_0074	ciwra 3.1 BUkaMpIya waraMgoM kA aBileKIya vakra xiKAwA hE.	(xiKA_1:TAM(wA_hE_1):k1(ciwra_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(vakra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(waraMga_1:attr_gen(f):attr_num(pl):attr_per(a):card(31_1):mod(BUkampIya_1)):mod(aBileKIya_1)):CLAUSE_TYPE(affirmative))
1828	Hin_Geo_ncert_11stnd_3ch-bk1_0075	yaha vakra wIna alaga banAvata vAlI waraMgoM ko praxarSiwa karawA hE.	(praxarSiwa+kara_1:TAM(wA_hE_1):k1(vakra_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):k2(waraMga_1:attr_gen(f):attr_num(pl):attr_per(a):nmod(banAvata_1:attr_gen(f):attr_num(sg):attr_per(a):card(wIna_1):mod(alaga_1))):CLAUSE_TYPE(affirmative))
1829	Hin_Geo_ncert_11stnd_3ch-bk1_0076	buniyAxI wOra para BUkaMpIya waraMgeM xo prakAra kI hEM - BUgarBika waraMgeM va XarAwalIya waraMgeM.	(va_1:ccof(waraMga_1:attr_gen(f):attr_num(pl):attr_per(a)):ccof(waraMga_1):ccof(waraMga_1:attr_gen(f):attr_num(pl):attr_per(a):mod(BUkampIya_1):r6(prakAra_1:attr_gen(f):attr_num(pl):attr_per(a):card(xo_1:attr_gen(f):attr_num(pl):attr_per(a))):mod(BUgarBika_1:attr_gen(m):attr_num(sg):attr_per(a):mod(hE_1)):mod(XarAwalIya_1:attr_gen(f):attr_num(pl):attr_per(a))):CLAUSE_TYPE(affirmative))
1830	Hin_Geo_ncert_11stnd_3ch-bk1_0078	isalie inheM BUgarBika waraMgeM kahA jAwA hE.	(kahA_1:TAM(wA_hE_1):rh(isalie):k2(yaha:attr_gen(-):attr_num(pl):attr_per(a)):k2s(waraMga_1:attr_gen(f):attr_num(pl):attr_per(a):mod(BUgarBika_1)):CLAUSE_TYPE(affirmative))
1831	Hin_Geo_ncert_11stnd_3ch-bk1_0081	aXika Ganawva vAle paxArWoM meM waraMgoM kA vega aXikA hE.	(hE_1:TAM(0_hE_1):k7(paxArWa_1:attr_gen(m):attr_num(pl):attr_per(a):nmod(Ganawva_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(aXika_1))):k1(vega_1:attr_gen(m):attr_num(sg):attr_per(a):r6(waraMga_1:attr_gen(f):attr_num(pl):attr_per(a))):k1s(aXikA_1:attr_gen(-):attr_num(-):attr_per(-)):CLAUSE_TYPE(affirmative))
1832	Hin_Geo_ncert_11stnd_3ch-bk1_0083	BUgarBIya waraMge BI xo prakAra kI howI hEM.	(ho_1:TAM(wA_hE_1):k1(waraMge_1:mod(BUgarBIya_1):lwg__rp(BI_1)):k1(prakAra_1:attr_gen(m):attr_num(sg):attr_per(a):card(xo_1)):CLAUSE_TYPE(affirmative))
1833	Hin_Geo_ncert_11stnd_3ch-bk1_0084	inhe 'P' waraMge va 'S' waraMge kahA jAwA hE.	(kahA_1:TAM(wA_hE_1):k4(yaha:attr_gen(-):attr_num(pl):attr_per(a)):k2(va_1:ccof(waraMge_1):ccof(waraMge_1)):CLAUSE_TYPE(affirmative))
